datetime,close_ce,close_pe,MinutePnL,CumulativePnL,key
2025-01-31 09:20:00,348.6,295.55,0.0,0.0,2025-01-31_reentry_0
2025-01-31 09:21:00,361.2,284.0,-1.0499999999999545,-78.74999999999659,2025-01-31_reentry_0
2025-01-31 09:22:00,361.0,282.75,0.40000000000009095,30.00000000000682,2025-01-31_reentry_0
2025-01-31 09:23:00,365.75,282.1,-3.699999999999932,-277.4999999999949,2025-01-31_reentry_0
2025-01-31 09:24:00,364.0,283.0,-2.849999999999909,-213.74999999999318,2025-01-31_reentry_0
2025-01-31 09:25:00,365.75,279.7,-1.2999999999999545,-97.49999999999659,2025-01-31_reentry_0
2025-01-31 09:26:00,368.7,278.35,-2.8999999999998636,-217.49999999998977,2025-01-31_reentry_0
2025-01-31 09:27:00,371.25,278.2,-5.2999999999999545,-397.4999999999966,2025-01-31_reentry_0
2025-01-31 09:28:00,361.9,280.85,1.400000000000091,105.00000000000682,2025-01-31_reentry_0
2025-01-31 09:29:00,367.5,278.75,-2.099999999999909,-157.49999999999318,2025-01-31_reentry_0
2025-01-31 09:30:00,363.65,283.05,-2.5499999999999545,-191.2499999999966,2025-01-31_reentry_0
2025-01-31 09:31:00,365.2,282.3,-3.349999999999909,-251.24999999999318,2025-01-31_reentry_0
2025-01-31 09:32:00,363.65,284.75,-4.249999999999886,-318.7499999999915,2025-01-31_reentry_0
2025-01-31 09:33:00,367.5,280.9,-4.249999999999886,-318.7499999999915,2025-01-31_reentry_0
2025-01-31 09:34:00,365.0,283.45,-4.2999999999999545,-322.4999999999966,2025-01-31_reentry_0
2025-01-31 09:35:00,355.3,290.75,-1.8999999999998636,-142.49999999998977,2025-01-31_reentry_0
2025-01-31 09:36:00,355.0,292.9,-3.7499999999998863,-281.2499999999915,2025-01-31_reentry_0
2025-01-31 09:37:00,360.25,286.95,-3.0499999999999545,-228.7499999999966,2025-01-31_reentry_0
2025-01-31 09:38:00,361.0,289.75,-6.599999999999909,-494.9999999999932,2025-01-31_reentry_0
2025-01-31 09:39:00,367.5,282.45,-5.7999999999999545,-434.9999999999966,2025-01-31_reentry_0
2025-01-31 09:40:00,361.9,289.25,-6.999999999999886,-524.9999999999915,2025-01-31_reentry_0
2025-01-31 09:41:00,364.2,287.0,-7.0499999999999545,-528.7499999999966,2025-01-31_reentry_0
2025-01-31 09:42:00,374.15,278.65,-8.649999999999864,-648.7499999999898,2025-01-31_reentry_0
2025-01-31 09:43:00,376.9,273.85,-6.599999999999909,-494.9999999999932,2025-01-31_reentry_0
2025-01-31 09:44:00,375.1,273.85,-4.7999999999999545,-359.9999999999966,2025-01-31_reentry_0
2025-01-31 09:45:00,378.0,270.45,-4.2999999999999545,-322.4999999999966,2025-01-31_reentry_0
2025-01-31 09:46:00,376.7,272.6,-5.149999999999864,-386.24999999998977,2025-01-31_reentry_0
2025-01-31 09:47:00,381.15,267.3,-4.2999999999999545,-322.4999999999966,2025-01-31_reentry_0
2025-01-31 09:48:00,380.95,266.25,-3.0499999999999545,-228.7499999999966,2025-01-31_reentry_0
2025-01-31 09:49:00,380.05,262.3,1.8000000000000682,135.00000000000512,2025-01-31_reentry_0
2025-01-31 09:50:00,375.2,266.5,2.4500000000000455,183.7500000000034,2025-01-31_reentry_0
2025-01-31 09:51:00,377.25,264.45,2.4500000000000455,183.7500000000034,2025-01-31_reentry_0
2025-01-31 09:52:00,376.9,265.25,2.0000000000001137,150.00000000000853,2025-01-31_reentry_0
2025-01-31 09:53:00,367.85,271.05,5.25,393.75,2025-01-31_reentry_0
2025-01-31 09:54:00,369.85,269.95,4.350000000000136,326.25000000001023,2025-01-31_reentry_0
2025-01-31 09:55:00,378.55,263.45,2.150000000000091,161.25000000000682,2025-01-31_reentry_0
2025-01-31 09:56:00,380.9,261.5,1.7500000000001137,131.25000000000853,2025-01-31_reentry_0
2025-01-31 09:57:00,381.8,260.35,2.0,150.0,2025-01-31_reentry_0
2025-01-31 09:58:00,385.2,257.7,1.2500000000001137,93.75000000000853,2025-01-31_reentry_0
2025-01-31 09:59:00,381.45,254.95,7.750000000000114,581.2500000000085,2025-01-31_reentry_0
2025-01-31 10:00:00,382.5,255.8,5.850000000000136,438.75000000001023,2025-01-31_reentry_0
2025-01-31 10:01:00,381.65,254.95,7.550000000000182,566.2500000000136,2025-01-31_reentry_0
2025-01-31 10:02:00,386.2,251.0,6.9500000000000455,521.2500000000034,2025-01-31_reentry_0
2025-01-31 10:03:00,384.8,252.4,6.9500000000000455,521.2500000000034,2025-01-31_reentry_0
2025-01-31 10:04:00,379.6,257.0,7.550000000000068,566.2500000000051,2025-01-31_reentry_0
2025-01-31 10:05:00,372.3,261.25,10.600000000000136,795.0000000000102,2025-01-31_reentry_0
2025-01-31 10:06:00,367.45,262.6,14.100000000000136,1057.5000000000102,2025-01-31_reentry_0
2025-01-31 10:07:00,366.05,264.0,14.100000000000136,1057.5000000000102,2025-01-31_reentry_0
2025-01-31 10:08:00,366.6,264.75,12.800000000000068,960.0000000000051,2025-01-31_reentry_0
2025-01-31 10:09:00,365.25,264.0,14.900000000000091,1117.5000000000068,2025-01-31_reentry_0
2025-01-31 10:10:00,366.3,265.6,12.25,918.75,2025-01-31_reentry_0
2025-01-31 10:11:00,366.75,263.1,14.300000000000068,1072.500000000005,2025-01-31_reentry_0
2025-01-31 10:12:00,362.25,266.65,15.250000000000114,1143.7500000000086,2025-01-31_reentry_0
2025-01-31 10:13:00,365.7,259.1,19.350000000000136,1451.2500000000102,2025-01-31_reentry_0
2025-01-31 10:14:00,368.1,256.55,19.5,1462.5,2025-01-31_reentry_0
2025-01-31 10:15:00,371.95,252.2,20.000000000000114,1500.0000000000086,2025-01-31_reentry_0
2025-01-31 10:16:00,360.5,262.95,20.700000000000045,1552.5000000000034,2025-01-31_reentry_0
2025-01-31 10:17:00,367.0,256.95,20.200000000000045,1515.0000000000034,2025-01-31_reentry_0
2025-01-31 10:18:00,367.9,253.6,22.65000000000009,1698.7500000000068,2025-01-31_reentry_0
2025-01-31 10:19:00,373.0,247.15,24.000000000000114,1800.0000000000086,2025-01-31_reentry_0
2025-01-31 10:20:00,376.8,241.5,25.850000000000136,1938.7500000000102,2025-01-31_reentry_0
2025-01-31 10:21:00,372.25,246.4,25.500000000000114,1912.5000000000086,2025-01-31_reentry_0
2025-01-31 10:22:00,381.85,236.3,26.0,1950.0,2025-01-31_reentry_0
2025-01-31 10:23:00,381.5,236.6,26.050000000000068,1953.750000000005,2025-01-31_reentry_0
2025-01-31 10:24:00,381.65,237.7,24.800000000000182,1860.0000000000136,2025-01-31_reentry_0
2025-01-31 10:25:00,379.6,240.7,23.850000000000136,1788.7500000000102,2025-01-31_reentry_0
2025-01-31 10:26:00,384.95,233.2,26.000000000000114,1950.0000000000086,2025-01-31_reentry_0
2025-01-31 10:27:00,382.0,236.85,25.300000000000068,1897.500000000005,2025-01-31_reentry_0
2025-01-31 10:28:00,379.05,237.6,27.500000000000114,2062.5000000000086,2025-01-31_reentry_0
2025-01-31 10:29:00,376.95,240.35,26.850000000000136,2013.7500000000102,2025-01-31_reentry_0
2025-01-31 10:30:00,380.0,236.0,28.15000000000009,2111.250000000007,2025-01-31_reentry_0
2025-01-31 10:31:00,387.0,223.85,33.30000000000007,2497.500000000005,2025-01-31_reentry_0
2025-01-31 10:32:00,389.1,223.35,31.700000000000045,2377.5000000000036,2025-01-31_reentry_0
2025-01-31 10:33:00,388.6,222.1,33.450000000000045,2508.7500000000036,2025-01-31_reentry_0
2025-01-31 10:34:00,385.5,225.2,33.450000000000045,2508.7500000000036,2025-01-31_reentry_0
2025-01-31 10:35:00,388.1,223.4,32.65000000000009,2448.750000000007,2025-01-31_reentry_0
2025-01-31 10:36:00,381.85,227.2,35.100000000000136,2632.50000000001,2025-01-31_reentry_0
2025-01-31 10:37:00,376.85,229.1,38.200000000000045,2865.0000000000036,2025-01-31_reentry_0
2025-01-31 10:38:00,382.95,223.6,37.600000000000136,2820.00000000001,2025-01-31_reentry_0
2025-01-31 10:39:00,378.65,227.65,37.850000000000136,2838.75000000001,2025-01-31_reentry_0
2025-01-31 10:40:00,385.9,223.4,34.850000000000136,2613.75000000001,2025-01-31_reentry_0
2025-01-31 10:41:00,381.85,225.5,36.80000000000007,2760.000000000005,2025-01-31_reentry_0
2025-01-31 10:42:00,388.2,216.5,39.450000000000045,2958.7500000000036,2025-01-31_reentry_0
2025-01-31 10:43:00,387.4,210.0,46.750000000000114,3506.2500000000086,2025-01-31_reentry_0
2025-01-31 10:44:00,389.0,212.15,43.000000000000114,3225.0000000000086,2025-01-31_reentry_0
2025-01-31 10:45:00,387.4,213.7,43.05000000000018,3228.7500000000136,2025-01-31_reentry_0
2025-01-31 10:46:00,393.0,209.85,41.30000000000007,3097.500000000005,2025-01-31_reentry_0
2025-01-31 10:47:00,389.55,214.95,39.65000000000009,2973.750000000007,2025-01-31_reentry_0
2025-01-31 10:48:00,391.9,212.1,40.15000000000009,3011.250000000007,2025-01-31_reentry_0
2025-01-31 10:49:00,392.35,211.6,40.200000000000045,3015.0000000000036,2025-01-31_reentry_0
2025-01-31 10:50:00,390.0,214.0,40.15000000000009,3011.250000000007,2025-01-31_reentry_0
2025-01-31 10:51:00,390.25,215.2,38.700000000000045,2902.5000000000036,2025-01-31_reentry_0
2025-01-31 10:52:00,384.15,217.9,42.100000000000136,3157.50000000001,2025-01-31_reentry_0
2025-01-31 10:53:00,390.2,212.45,41.500000000000114,3112.5000000000086,2025-01-31_reentry_0
2025-01-31 10:54:00,390.0,213.0,41.15000000000009,3086.250000000007,2025-01-31_reentry_0
2025-01-31 10:55:00,393.5,213.75,36.90000000000009,2767.500000000007,2025-01-31_reentry_0
2025-01-31 10:56:00,390.0,216.85,37.30000000000007,2797.500000000005,2025-01-31_reentry_0
2025-01-31 10:57:00,390.7,217.45,36.000000000000114,2700.0000000000086,2025-01-31_reentry_0
2025-01-31 10:58:00,393.5,210.95,39.700000000000045,2977.5000000000036,2025-01-31_reentry_0
2025-01-31 10:59:00,392.9,212.7,38.55000000000018,2891.2500000000136,2025-01-31_reentry_0
2025-01-31 11:00:00,391.0,215.65,37.500000000000114,2812.5000000000086,2025-01-31_reentry_0
2025-01-31 11:01:00,392.4,213.1,38.65000000000009,2898.750000000007,2025-01-31_reentry_0
2025-01-31 11:02:00,389.25,214.95,39.950000000000045,2996.2500000000036,2025-01-31_reentry_0
2025-01-31 11:03:00,385.0,215.9,43.250000000000114,3243.7500000000086,2025-01-31_reentry_0
2025-01-31 11:04:00,395.4,205.6,43.15000000000009,3236.250000000007,2025-01-31_reentry_0
2025-01-31 11:05:00,392.2,210.8,41.15000000000009,3086.250000000007,2025-01-31_reentry_0
2025-01-31 11:06:00,392.45,209.85,41.850000000000136,3138.75000000001,2025-01-31_reentry_0
2025-01-31 11:07:00,391.3,211.4,41.450000000000045,3108.7500000000036,2025-01-31_reentry_0
2025-01-31 11:08:00,386.4,213.95,43.80000000000018,3285.0000000000136,2025-01-31_reentry_0
2025-01-31 11:09:00,380.95,217.25,45.950000000000045,3446.2500000000036,2025-01-31_reentry_0
2025-01-31 11:10:00,386.2,216.15,41.80000000000007,3135.000000000005,2025-01-31_reentry_0
2025-01-31 11:11:00,389.75,213.3,41.100000000000136,3082.50000000001,2025-01-31_reentry_0
2025-01-31 11:12:00,390.0,213.4,40.750000000000114,3056.2500000000086,2025-01-31_reentry_0
2025-01-31 11:13:00,385.85,216.0,42.30000000000007,3172.500000000005,2025-01-31_reentry_0
2025-01-31 11:14:00,387.45,217.9,38.80000000000007,2910.000000000005,2025-01-31_reentry_0
2025-01-31 11:15:00,388.6,215.7,39.850000000000136,2988.75000000001,2025-01-31_reentry_0
2025-01-31 11:16:00,392.4,211.75,40.000000000000114,3000.0000000000086,2025-01-31_reentry_0
2025-01-31 11:17:00,393.7,211.55,38.90000000000009,2917.500000000007,2025-01-31_reentry_0
2025-01-31 11:18:00,390.2,213.8,40.15000000000009,3011.250000000007,2025-01-31_reentry_0
2025-01-31 11:19:00,394.0,208.65,41.500000000000114,3112.5000000000086,2025-01-31_reentry_0
2025-01-31 11:20:00,394.65,207.25,42.250000000000114,3168.7500000000086,2025-01-31_reentry_0
2025-01-31 11:21:00,399.2,203.55,41.40000000000009,3105.000000000007,2025-01-31_reentry_0
2025-01-31 11:22:00,385.65,212.0,46.500000000000114,3487.5000000000086,2025-01-31_reentry_0
2025-01-31 11:23:00,385.95,214.5,43.700000000000045,3277.5000000000036,2025-01-31_reentry_0
2025-01-31 11:24:00,387.9,211.5,44.750000000000114,3356.2500000000086,2025-01-31_reentry_0
2025-01-31 11:25:00,388.1,210.55,45.5,3412.5,2025-01-31_reentry_0
2025-01-31 11:26:00,387.0,211.9,45.250000000000114,3393.7500000000086,2025-01-31_reentry_0
2025-01-31 11:27:00,389.05,209.0,46.100000000000136,3457.50000000001,2025-01-31_reentry_0
